"locid"	"location"	"shortame"	"city"	"state"	"country"	"insttype"	"lon"	"lat"	"url"	"DUNS_NUMBER"	"bad"
"1"	""	""	\N	\N	\N	"0"	"70.3800314"	"34.220389"	\N	\N	"0"
"2"	"Institute for Theoretical Biology"	"Institute for Theoretical Biology"	"Berlin"	"Berlin"	"Germany"	"0"	"13.3817423"	"52.52536869999999"	\N	\N	"0"
"3"	"ETH Zürich"	"ETH Zürich"	"Zürich"	"ZH"	"Switzerland"	"0"	"8.548045"	"47.376444"	"https://www.ethz.ch/en.html"	\N	"0"
"4"	"RWTH Aachen"	"RWTH Aachen"	""	""	""	"0"	"0"	"0"	""	\N	"3"
"5"	"Polytechnique Lausanne"	"Polytechnique Lausanne"	""	""	""	"0"	"0"	"0"	""	\N	"-1"
"6"	"Albert Einstein College of Medicine"	"Albert Einstein"	"New York"	"New York"	"United States"	"0"	"-73.844415"	"40.852305"	""	\N	"0"
"7"	"American University"	"American University"	"Washington"	"DC"	"United States"	"0"	"-77.0894822580956"	"38.93775105"	\N	\N	"0"
"8"	"Amgen"	"Amgen"	""	""	""	"0"	"0"	"0"	""	\N	"2933"
"9"	"Amsterdam"	"Amsterdam"	""	""	""	"0"	"0"	"0"	""	\N	"354"
"10"	"Animal Science and Society"	"Animal Science and Society"	"Champaign"	"IL"	"United States"	"0"	"-88.23968769999999"	"40.0939137"	\N	\N	"0"
"11"	"AnthroTronix"	"AnthroTronix"	"Silver Spring"	"MD"	"United States"	"0"	"-77.02577409999999"	"38.99873669999999"	\N	\N	"0"
"12"	"Arizona State University"	"Arizona State"	"Tempe"	"AZ"	"United States"	"0"	"-111.936246"	"33.41552"	\N	\N	"0"
"13"	"Arrington Research"	"Arrington Research"	"Scottsdale"	"AZ"	"United States"	"0"	"-111.928572"	"33.733446"	\N	\N	"0"
"14"	"AstraZeneca LP"	"AstraZeneca"	"Canóvanas"	"Canóvanas"	"Puerto Rico"	"0"	"-65.8830328206662"	"18.3830026"	\N	\N	"0"
"15"	"ATR"	"ATR"	\N	\N	\N	"0"	\N	\N	\N	\N	"-1"
"16"	"ATR Computational Neuroscience Laboratories"	"ATR"	"Stoke-on-Trent"	"England"	"United Kingdom"	"0"	"-2.20782585379757"	"53.0168509"	\N	\N	"0"
"17"	"Australian National University"	"Australian National University"	""	""	""	"0"	"0"	"0"	""	\N	"2128"
"18"	"Bar-Ilan University"	"Bar-Ilan"	"Jerusalem"	"Jerusalem District"	"Israel"	"0"	"34.8430876"	"32.0691989"	""	\N	"0"
"19"	"Barrow Neurological Institute"	"Barrow Neurological Institute"	"Phoenix"	"AZ"	"United States"	"0"	"-112.0799901"	"33.4810968"	\N	\N	"0"
"20"	"Baylor College of Medicine"	"Baylor"	"Houston"	"TX"	""	"0"	"-95.3957726"	"29.7105076"	"https://www.bcm.edu/"	\N	"0"
"21"	"Bell Laboratories"	"Bell Laboratories"	\N	\N	\N	"0"	\N	\N	\N	\N	"3869"
"22"	"Ben Gurion University"	"Ben Gurion University"	"Safed"	"North District"	"Israel"	"0"	"35.4978089174904"	"32.9619648"	\N	\N	"0"
"23"	"Berlin"	"Berlin"	"Berlin"	"Berlin"	"Germany"	"0"	"13.3888599"	"52.5170365"	\N	\N	"0"
"24"	"Birmingham University"	"Birmingham University"	"Birmingham"	"England"	"United Kingdom"	"0"	"-1.9367798"	"52.4510426"	\N	\N	"0"
"25"	"Blanchette Rockefeller Neurosciences Institute"	"Blanchette Rockefeller Neurosciences Institute"	"Morgantown"	"WV"	"United States"	"0"	"-79.9600131"	"39.6531088"	\N	\N	"0"
"26"	"Boston College"	"Boston College"	"Newton"	"MA"	"United States"	"0"	"-71.1711649"	"42.3356528"	\N	\N	"0"
"27"	"Boston University"	"Boston University"	"Boston"	"MA"	"United States"	"0"	"-71.1047742"	"42.3339865"	""	\N	"0"
"28"	"Boston University School of Medicine"	"BU School of Medicine"	"Boston"	"MA"	""	"0"	"-71.0723436"	"42.3362671"	"https://www.bumc.bu.edu/busm/"	\N	"0"
"29"	"Brandeis University"	"Brandeis"	"Waltham"	"MA"	"United States"	"0"	"-71.257834"	"42.366763"	""	\N	"0"
"30"	"Brown University"	"Brown"	"Providence"	"RI"	""	"0"	"-71.3975559"	"41.8262113"	\N	\N	"0"
"31"	"Brunel University"	"Brunel University"	"Uxbridge"	"England"	"United Kingdom"	"0"	"-0.471589250610662"	"51.53264695"	\N	\N	"0"
"32"	"Brussels"	"Brussels"	"Bruxelles"	"Bruxelles"	"Belgium"	"0"	"4.351697"	"50.8465565"	\N	\N	"0"
"33"	"California Institute of Technology"	"Caltech"	"Pasadena"	"CA"	""	"0"	"-118.125844"	"34.137618"	"http://www.caltech.edu/"	\N	"0"
"34"	"Cambridge University"	"Cambridge"	""	""	""	"0"	"0"	"0"	""	\N	"370"
"35"	"Cardiff University"	"Cardiff University"	"Cardiff"	"Wales"	"United Kingdom"	"0"	"-3.17969737443907"	"51.4879961"	\N	\N	"0"
"36"	"Carleton University"	"Carleton University"	"Ottawa"	""	"Canada"	"0"	"-75.696016"	"45.38758"	""	\N	"0"
"37"	"Carnegie Mellon"	"Carnegie Mellon"	\N	\N	\N	"0"	\N	\N	\N	\N	"38"
"38"	"Carnegie Mellon University"	"Carnegie Mellon"	"Pittsburgh"	"PA"	""	"0"	"-79.9428294"	"40.4411801"	""	\N	"0"
"39"	"Carthage College"	"Carthage College"	"Kenosha"	"WI"	"United States"	"0"	"-87.8223354745281"	"42.6228148"	\N	\N	"0"
"40"	"Case Western Reserve University"	"Case Western"	"Cleveland Heights"	"OH"	"United States"	"0"	"-81.5970706"	"41.5044963"	""	\N	"0"
"41"	"CAST"	"CAST"	"Kenosha"	"Scotland"	"United Kingdom"	"0"	"-3.3873995"	"56.037846"	\N	\N	"0"
"42"	"City College of New York"	"CCNY"	"New York"	"NY"	"United States"	"0"	"-73.9510088793336"	"40.81819805"	\N	\N	"0"
"43"	"Charite University Medicine Berlin"	"Charite University Medicine Berlin"	\N	\N	\N	"0"	\N	\N	\N	\N	"18145"
"44"	"City University of New York"	"CUNY"	"New York"	"NY"	"United States"	"0"	"-73.9734177"	"40.7506304"	""	\N	"0"
"45"	"CNRS"	"CNRS"	"Paris"	"Île-de-France"	"France"	"0"	"2.26404020346787"	"48.84755265"	\N	\N	"0"
"46"	"CNRS Medite Inst Cognitive Neurosci"	"CNRS Medite Inst Cognitive Neurosci"	\N	\N	\N	"0"	\N	\N	\N	\N	"-1"
"47"	"CNRS, Institut des Sciences Cognitives"	"CNRS"	"Paris"	"Île-de-France"	"France"	"0"	"2.26404020346787"	"48.84755265"	\N	\N	"0"
"48"	"Colby College"	"Colby College"	"Waterville"	"ME"	"United States"	"0"	"-69.6655085"	"44.5670242"	\N	\N	"0"
"49"	"Cold Spring Harbor"	"Cold Spring Harbor"	""	""	""	"0"	"0"	"0"	""	\N	"50"
"50"	"Cold Spring Harbor Laboratory"	"CSHL"	"Cold Spring Harbor"	"NY"	""	"0"	"-73.466515"	"40.8573802"	"http://www.cshl.edu/"	\N	"0"
"51"	"College de France"	"College de France"	"Paris"	"Île-de-France"	"France"	"0"	"2.34537835924191"	"48.8487592"	\N	\N	"0"
"52"	"Colorado College"	"Colorado College"	"Colorado Springs"	"CO"	"United States"	"0"	"-104.827301212923"	"38.85191805"	"https://www.coloradocollege.edu/"	\N	"0"
"53"	"Colorado State University"	"Colorado State"	"Fort Collins"	"CO"	""	"0"	"-105.0865473"	"40.573436"	""	\N	"0"
"54"	"Columbia University"	"Columbia"	"New York"	"NY"	""	"0"	"-73.9612492"	"40.8089897"	""	\N	"0"
"55"	"Cornell Medical School"	"Cornell Medical School"	\N	\N	\N	"0"	\N	\N	\N	\N	"1458"
"56"	"Cornell University"	"Cornell"	"Ithaca"	"NY"	"United States"	"0"	"-87.6325525"	"41.8803107"	""	\N	"0"
"57"	"Dalhousie University"	"Dalhousie University"	"Halifax"	"Nova Scotia"	"Canada"	"0"	"-63.59165549999999"	"44.63658119999999"	""	\N	"0"
"58"	"Dartmouth College"	"Dartmouth College"	\N	\N	\N	"0"	\N	\N	\N	\N	"600"
"59"	"Duke University"	"Duke"	"Durham"	"NC"	""	"0"	"-78.9400087"	"36.0015321"	""	\N	"0"
"60"	"Ecole Normale Superieure"	"Ecole Normale Superieure"	\N	\N	\N	"0"	\N	\N	\N	\N	"19551"
"61"	"Eli Lilly and Co."	"Eli Lilly and Co."	"Basingstoke"	"England"	"United Kingdom"	"0"	"-1.096312"	"51.2708727"	\N	\N	"0"
"62"	"Emory University"	"Emory"	"Atlanta"	"GA"	""	"0"	"-84.3232577"	"33.7912161"	""	\N	"0"
"63"	"EPFL-Brain Mind Institute"	"EPFL-Brain Mind Institute"	"Lausanne"	"Vaud"	"Switzerland"	"0"	"6.5667576"	"46.5190557"	\N	\N	"0"
"64"	"Erasmus Universiteit Rotterdam"	"Erasmus Universiteit Rotterdam"	\N	\N	\N	"0"	\N	\N	\N	\N	"-1"
"65"	"Erasmus University Rotterdam"	"Erasmus University"	"Rotterdam"	""	"Netherlands"	"0"	"4.5261741"	"51.9179749"	"http://www.eur.nl/"	\N	"0"
"66"	"ETH Zurich"	"ETH Zurich"	""	""	""	"0"	"0"	"0"	""	\N	"3"
"67"	"European Brain Research Institute"	"European Brain Research Institute"	"Roma"	"Lazio"	"Italy"	"0"	"12.5149542"	"41.7979644"	\N	\N	"0"
"68"	"Eye Research Institute of Retina Foundation"	"Eye Research Institute of Retina Foundation"	"Dallas"	"TX"	"United States"	"0"	"-96.7691629"	"32.879294"	\N	\N	"0"
"69"	"Fitzpatrick, Cella, Harper & Scinto"	"Fitzpatrick, Cella, Harper & Scinto"	"New York"	"NY"	"United States"	"0"	"-73.9793528"	"40.76064239999999"	\N	\N	"0"
"70"	"Florida Atlantic University"	"Florida Atlantic University"	"Boca Raton"	"FL"	"United States"	"0"	"-80.1025434"	"26.3711881"	\N	\N	"0"
"71"	"Florida State University"	"Florida State"	"Tallahassee"	"FL"	"United States"	"0"	"-84.2984889"	"30.4418778"	"http://www.fsu.edu/"	\N	"0"
"72"	"Fondazione Santa Lucia"	"Fondazione Santa Lucia"	"Roma"	"Lazio"	"Italy"	"0"	"12.5150246548549"	"41.8410266"	\N	\N	"0"
"73"	"Fred Hutchinson Cancer Research Center"	"Fred Hutchinson Cancer Center"	"Seattle"	"WA"	"United States"	"0"	"-122.3314858"	"47.6272634"	\N	\N	"0"
"74"	"Freie Universität Berlin"	"FU Berlin"	"Berlin"	""	"Germany"	"0"	"13.2896787"	"52.4525264"	"http://www.fu-berlin.de/en/"	\N	"0"
"75"	"Gatsby Computational Neuroscience Unit"	"Gatsby Computational Neuroscience Unit"	"Sciences Windeyer Building"	"England"	"United Kingdom"	"0"	"-0.1380773"	"51.5211678"	\N	\N	"0"
"76"	"Genentech"	"Genentech"	"San Francisco"	"CA"	"United States"	"0"	"-122.39225409882"	"37.7673119"	\N	\N	"0"
"77"	"Georgetown"	"Georgetown"	\N	\N	\N	"0"	\N	\N	\N	\N	"-1"
"78"	"Georgetown University"	"Georgetown"	"Washington"	"DC"	""	"0"	"-77.0725771"	"38.9072742"	""	\N	"0"
"79"	"Georgia State University"	"Georgia State"	"Atlanta"	"GA"	"United States"	"0"	"-84.3859548"	"33.7501687"	\N	\N	"0"
"80"	"Giessen University"	"Giessen University"	"Gießen"	"Hessen"	"Germany"	"0"	"8.68160126585487"	"50.58974115"	\N	\N	"0"
"81"	"Gladstone Institute"	"Gladstone Institute"	\N	\N	""	"0"	\N	\N	\N	\N	"-1"
"82"	"Gladstone Institute/UCSF"	"Gladstone Institute"	"San Francisco"	"CA"	"United States"	"0"	"-122.3943254"	"37.7678064"	\N	\N	"0"
"83"	"Goethe Institut"	"Goethe Institut"	"Porto Alegre"	"Rio Grande do Sul"	"Brazil"	"0"	"-51.206423"	"-30.02782035"	\N	\N	"0"
"84"	"Harvard Medical School"	"Harvard Medical School"	"Boston"	"MA"	"United States"	"0"	"-71.103698912978"	"42.33685"	""	\N	"0"
"85"	"Harvard Universidy"	"Harvard Universidy"	\N	\N	\N	"0"	\N	\N	\N	\N	"86"
"86"	"Harvard University"	"Harvard"	"Cambridge"	"MA"	"United States"	"0"	"-71.1164415"	"42.3784302"	""	\N	"0"
"87"	"HBK Investments"	"HBK Investments"	"Dallas"	"TX"	"United States"	"0"	"-96.8056226"	"32.7936331"	\N	\N	"0"
"88"	"Hebrew University, Jerusalem"	"Hebrew University"	"Jerusalem"	""	"Israel"	"0"	"35.2419379"	"31.7945919"	"http://new.huji.ac.il/en"	\N	"0"
"89"	"Hebrew University of Jerusalem"	"Hebrew University, Jerusalem"	\N	\N	""	"0"	\N	\N	\N	\N	"88"
"90"	"Helsinki Institute for Information Technology"	"Helsinki Institute for Information Technology"	"Espoo"	""	"Finland"	"0"	"24.812257"	"60.18547799999999"	\N	\N	"0"
"91"	"Hirosaki University"	"Hirosaki University"	"Aomori-shi"	"Aomori-ken"	"Japan"	"0"	"140.760372537312"	"40.8196966"	\N	\N	"0"
"92"	"Hoffman-La Roche"	"Hoffman-La Roche"	"Mississauga"	"Ontario"	"Canada"	"0"	"-79.7527485"	"43.6068056"	\N	\N	"0"
"93"	"Hokkaido University"	"Hokkaido University"	"Sapporo-shi"	"Hokkaidō"	"Japan"	"0"	"141.337726709091"	"43.07900775"	\N	\N	"0"
"94"	"Hokkaido University School of Medicine"	"Hokkaido University School of Medicine"	"Sapporo-shi"	"Hokkaidō"	"Japan"	"0"	"141.3422582"	"43.0764819"	\N	\N	"0"
"95"	"Hopitaux Universitaires de Geneve"	"Hopitaux Universitaires de Geneve"	"Genève"	"Genève"	"Switzerland"	"0"	"6.14794987577631"	"46.19200675"	\N	\N	"0"
"96"	"Howard Hughes Medical Institute"	"HHMI"	"Chevy Chase"	"MD"	"United States"	"0"	"-77.079708"	"38.998111"	\N	\N	"0"
"97"	"Ignition Systems"	"Ignition Systems"	"Midland"	"TX"	"United States"	"0"	"-102.1555717"	"31.9547058"	\N	\N	"0"
"98"	"Imperial College, London"	"Imperial College, London"	\N	\N	\N	"0"	\N	\N	\N	\N	"628"
"99"	"Imperial Medical Academy"	"Imperial Medical Academy"	"Sankt-Peterburg"	"Saint Petersburg"	"Russia"	"0"	"30.3518129"	"59.9575752"	\N	\N	"0"
"100"	"Indiana University"	"Indiana University"	\N	\N	\N	"0"	\N	\N	\N	\N	"1954"
"101"	"Indiana University - Bloomington"	"Indiana University - Bloomington"	\N	\N	\N	"0"	\N	\N	\N	\N	"1954"
"102"	"Indiana University of PA"	"Indiana University of PA"	"Indiana"	"PA"	"United States"	"0"	"-79.1610625"	"40.6142181"	\N	\N	"0"
"103"	"INSERM"	"INSERM"	"Rennes"	"Bretagne"	"France"	"0"	"-1.69607387799214"	"48.11920765"	\N	\N	"0"
"104"	"Institute for Advanced Study"	"Institute for Advanced Study"	"Princeton"	"NJ"	"United States"	"0"	"-74.6677134309872"	"40.33051455"	\N	\N	"0"
"105"	"Institute of Living"	"Institute of Living"	"Hartford"	"CT"	"United States"	"0"	"-72.6827272"	"41.7510394"	\N	\N	"0"
"106"	"Institute of Neuroinformatics"	"Institute of Neuroinformatics"	\N	\N	\N	"0"	\N	\N	\N	\N	"686"
"107"	"Institute of Neuroscience (ION), Shanghai"	"ION"	\N	\N	""	"0"	\N	\N	\N	\N	"1987"
"108"	"Instituto Cajal"	"Instituto Cajal"	"Madrid"	"Comunidad de Madrid"	"Spain"	"0"	"-3.68014184955732"	"40.44828335"	\N	\N	"0"
"109"	"Instituto de Neurociencias, Alicante"	"Instituto de Neurociencias, Alicante"	"Sant Joan d'Alacant"	"Comunidad Valenciana"	"Spain"	"0"	"-0.4360809"	"38.3888722"	\N	\N	"0"
"110"	"Instituto Superiore di Sanita, Rome"	"Instituto Superiore di Sanita, Rome"	"Roma"	"Lazio"	"Italy"	"0"	"12.5180596"	"41.9042519"	\N	\N	"0"
"111"	"Iowa State University"	"Iowa State University"	\N	\N	\N	"0"	\N	\N	\N	\N	"3498"
"112"	"IPM"	"IPM"	"Ōsaka-shi"	"Ōsaka-fu"	"Japan"	"0"	"135.549619375931"	"34.66758455"	\N	\N	"0"
"113"	"JFK Medical Center"	"JFK Medical Center"	"Edison"	"NJ"	"United States"	"0"	"-74.3501775638027"	"40.5563574"	\N	\N	"0"
"114"	"John Hopkins"	"John Hopkins"	\N	\N	\N	"0"	\N	\N	\N	\N	"117"
"115"	"Johns Hopkins"	"Johns Hopkins"	\N	\N	\N	"0"	\N	\N	\N	\N	"117"
"116"	"Johns Hopkins School of Medicine"	"Johns Hopkins School of Medicine"	\N	\N	""	"0"	\N	\N	\N	\N	"-1"
"117"	"Johns Hopkins University"	"Johns Hopkins"	"Baltimore"	"MD"	""	"0"	"-77.0465183"	"38.8968729"	""	\N	"0"
"118"	"Johns Hopkins University School of Medicine"	"Johns Hopkins Medical School"	"Baltimore"	"MD"	"United States"	"0"	"-76.5933799"	"39.2992161"	""	\N	"0"
"119"	"Juelich Research Center"	"Juelich Research Center"	"Jülich"	"Nordrhein-Westfalen"	"Germany"	"0"	"6.40535357434308"	"50.90896655"	\N	\N	"0"
"120"	"Juntendo University"	"Juntendo University"	"Chiyoda-ku"	"Tōkyō-to"	"Japan"	"0"	"139.761391749285"	"35.6975029"	\N	\N	"0"
"121"	"K.U. Leuven Medical School"	"K.U. Leuven Medical School"	\N	\N	\N	"0"	\N	\N	\N	\N	"3286"
"122"	"Kaiser-Wilhelm Institut"	"Kaiser-Wilhelm Institut"	"Göttingen"	"Niedersachsen"	"Germany"	"0"	"9.92953024090909"	"51.52705235"	\N	\N	"0"
"123"	"Karolinska Institute"	"Karolinska"	"Stockholm"	""	"Sweden"	"0"	"18.0236578"	"59.34814839999999"	""	\N	"0"
"124"	"Karolinska Institute - NIMH"	"Karolinska Institute - NIMH"	"Solna"	"Stockholms län"	"Sweden"	"0"	"18.0236578"	"59.34814839999999"	\N	\N	"0"
"125"	"Keio University"	"Keio University"	"Minato-ku"	"Tōkyō-to"	"Japan"	"0"	"139.742770674545"	"35.64883905"	\N	\N	"0"
"126"	"Kent State University"	"Kent State"	"Kent"	"OH"	"United States"	"0"	"-81.3384406"	"41.1478342"	\N	\N	"0"
"127"	"Kiel"	"Kiel"	"Kiel"	"Schleswig-Holstein"	"Germany"	"0"	"10.1371858"	"54.3216753"	\N	\N	"0"
"128"	"Kraepelin Institute"	"Kraepelin Institute"	\N	\N	\N	"0"	\N	\N	\N	\N	"-1"
"129"	"Kraepelin Institute (Munich)"	"Kraepelin Institute"	"München"	"Bayern"	"Germany"	"0"	"11.5759437"	"48.1736844"	\N	\N	"0"
"130"	"Kresge Eye Institute"	"Kresge Eye Institute"	"Detroit"	"MI"	"United States"	"0"	"-83.0571377249047"	"42.3579478"	\N	\N	"0"
"131"	"Kresge Hearing Research Institute"	"Kresge Hearing Research Institute"	\N	\N	\N	"0"	\N	\N	\N	\N	"0"
"132"	"KU Leuven"	"KU Leuven"	\N	\N	\N	"0"	\N	\N	\N	\N	"3286"
"133"	"Kyoto University"	"Kyoto University"	"Kyōto-shi"	"Kyōto-fu"	"Japan"	"0"	"135.774069"	"35.0202814"	\N	\N	"0"
"134"	"Kyunghee University (Seoul)"	"Kyunghee University"	"Seoul"	""	"South Korea"	"0"	"127.0531465"	"37.5966718"	\N	\N	"0"
"135"	"La Trobe University"	"La Trobe University"	"Flora Hill"	"Victoria"	"Australia"	"0"	"144.298047"	"-36.7784753"	""	\N	"0"
"136"	"Lafayette College"	"Lafayette College"	"Easton"	"PA"	"United States"	"0"	"-75.2074033"	"40.6981477"	\N	\N	"0"
"137"	"Lawrence Berkeley Labs"	"Lawrence Berkeley Labs"	\N	\N	\N	"0"	\N	\N	\N	\N	"3110"
"138"	"Lawrence Livermore Laboratory"	"Lawrence Livermore Laboratory"	\N	\N	\N	"0"	\N	\N	\N	\N	"1480"
"139"	"Leipzig University"	"Leipzig University"	"Leipzig"	"Sachsen"	"Germany"	"0"	"12.399018"	"51.3231955"	\N	\N	"0"
"140"	"Leiden University"	"Leiden"	"Leiden"	""	"Netherlands"	"0"	"4.485438"	"52.157116"	"http://www.leiden.edu/"	\N	"0"
"141"	"Lilly Pharmaceuticals"	"Lilly Pharmaceuticals"	"Anaheim"	"CA"	"United States"	"0"	"-117.8823308"	"33.8045303"	\N	\N	"0"
"142"	"London University, St. Thomas's Hospital Medical School"	"London University, St. Thomas's Hospital Medical School"	"London"	"England"	"United Kingdom"	"0"	"-0.1183497"	"51.49880210000001"	\N	\N	"0"
"143"	"Loyola University Chicago"	"Loyola University Chicago"	"Chicago"	"IL"	"United States"	"0"	"-87.6581921"	"41.998997"	""	\N	"0"
"144"	"Lousiana State University"	"LSU"	"Shrevesport"	""	"United States"	"0"	"-91.1800023"	"30.4132579"	\N	\N	"0"
"145"	"Madrid University"	"Madrid University"	"Alcalá de Henares"	"Comunidad de Madrid"	"Spain"	"0"	"-3.36306018362345"	"40.4823302"	\N	\N	"0"
"146"	"Massachusetts Eye and Ear Infirmary"	"Massachusetts Eye and Ear Infirmary"	"Boston"	"MA"	"United States"	"0"	"-71.070154"	"42.362739"	\N	\N	"0"
"147"	"Massachusetts General Hospital"	"MGH"	"Boston"	"MA"	""	"0"	"-71.5"	"42.21"	""	\N	"0"
"148"	"Max Planck Insitute for Medical Research"	"Max Planck Insitute for Medical Research"	\N	\N	\N	"0"	\N	\N	\N	\N	"-1"
"149"	"Max Planck Inst f. Medical Reserach"	"Max Planck Inst f. Medical Reserach"	\N	\N	\N	"0"	\N	\N	\N	\N	"-1"
"150"	"Max Planck Institute"	"Max Planck Institute"	"Stuttgart"	"Baden-Württemberg"	"Germany"	"0"	"9.08166471909385"	"48.7463296"	\N	\N	"0"
"151"	"Max Planck Institute for Biological Cybernetics"	"MPI for Biological Cybernetics"	"Tübingen"	"Baden-Württemberg"	"Germany"	"0"	"9.05921098781959"	"48.53686875"	\N	\N	"0"
"152"	"Max Planck Institute for Medical Research"	"Max Planck Institute for Medical Research"	\N	\N	\N	"0"	\N	\N	\N	\N	"159"
"153"	"Max Planck Institute Frankfurt"	"MPI Frankfurt"	"Frankfurt am Main"	"Hessen"	"Germany"	"0"	"8.6298507"	"50.1742631"	\N	\N	"0"
"154"	"Max Planck Institute Martinsried"	"MPI Martinsried"	"Planegg"	"Bayern"	"Germany"	"0"	"11.45927825"	"48.1032588"	\N	\N	"0"
"155"	"Max Planck Institute Seewiesen"	"MPI Seewiesen"	"Pöcking"	"Bayern"	"Germany"	"0"	"11.2353015"	"47.97241289999999"	\N	\N	"0"
"156"	"Max Planck Institute Tuebingen"	"MPI Tuebingen"	"Tübingen"	"Baden-Württemberg"	"Germany"	"0"	"9.05836436546797"	"48.53564275"	\N	\N	"0"
"157"	"Max Planck Institute Berlin"	"MPI Berlin"	"Berlin"	"Berlin"	"Germany"	"0"	"13.303832"	"52.468554"	\N	\N	"0"
"158"	"Max Planck Institut fur Biophysikalische"	"MPI Biophysikalische"	"Göttingen"	"Niedersachsen"	"Germany"	"0"	"9.969782"	"51.5620188"	\N	\N	"0"
"159"	"Max Planck Institute for Medical Research"	"MPI"	"Göttingen"	"Centre"	"Cameroon"	"0"	"9.90659"	"51.5320489"	""	\N	"0"
"160"	"McGill University"	"McGill"	"Montreal"	"QC"	"Canada"	"0"	"-73.577159"	"45.504775"	""	\N	"0"
"161"	"McMaster University"	"McMaster University"	"Hamilton"	"ON"	"Canada"	"0"	"-79.9214141"	"43.2608829"	""	\N	"0"
"162"	"Medical College of Georgia"	"Medical College of Georgia"	"Augusta"	"GA"	"United States"	"0"	"-81.988336"	"33.471111"	\N	\N	"0"
"163"	"Medical College of Virginia"	"MCV"	\N	\N	""	"0"	\N	\N	\N	\N	"5175"
"164"	"Medical College of Wisconsin"	"Medical College of Wisconsin"	"Milwaukee"	"WI"	"United States"	"0"	"-88.02010299999999"	"43.04396699999999"	""	\N	"0"
"165"	"Medical Research Council Harwell"	"MRC Harwell"	"Didcot"	"England"	"United Kingdom"	"0"	"-1.319735"	"51.575332"	"https://www.har.mrc.ac.uk/"	\N	"0"
"166"	"Melbourne University"	"Melbourne University"	"Parkville"	"Victoria"	"Australia"	"0"	"144.9579612"	"-37.7986323"	\N	\N	"0"
"167"	"MGH"	"MGH"	\N	\N	\N	"0"	\N	\N	\N	\N	"-1"
"168"	"MGH & Harvard Medical School"	"MGH & Harvard Medical School"	"Boston"	"MA"	"United States"	"0"	"-71.1041431"	"42.3356557"	\N	\N	"0"
"169"	"Michigan State University"	"Michigan State"	"East Lansing"	"MI"	""	"0"	"-84.4785873"	"42.7308681"	""	\N	"0"
"170"	"Microsoft"	"Microsoft"	"Hyderabad"	"Telangana"	"India"	"0"	"78.3421401933507"	"17.4307694"	\N	\N	"0"
"171"	"Middle earth"	"Middle earth"	"Hollywood"	"MD"	"United States"	"0"	"-76.5168988"	"38.3242916"	\N	\N	"0"
"172"	"Massachusetts Institute of Technology"	"MIT"	"Cambridge"	"MA"	"United States"	"0"	"-71.0917185"	"42.3595417"	"http://web.mit.edu/"	\N	"0"
"173"	"MIT / MGH Martinos Center"	"MIT / MGH Martinos Center"	"Boston"	"MA"	"United States"	"0"	"-71.0521536"	"42.3773978"	\N	\N	"0"
"174"	"Monash University"	"Monash University"	"Caulfield East"	"Victoria"	"Australia"	"0"	"145.044982494489"	"-37.8774134"	\N	\N	"0"
"175"	"Monell Chemical Senses Center"	"Monell Chemical Senses Center"	"Philadelphia"	"PA"	"United States"	"0"	"-75.1934096"	"39.9558866"	\N	\N	"0"
"176"	"Monell Chemical Senses Institute"	"Monell Chemical Senses Institute"	\N	\N	\N	"0"	\N	\N	\N	\N	"-1"
"177"	"Montana State University"	"Montana State"	"Bozeman"	"MT"	""	"0"	"-111.049325"	"45.667548"	"http://www.montana.edu/"	\N	"0"
"178"	"Montreal Neurological Institute"	"Montreal Neurological Institute"	"Montréal"	"Québec"	"Canada"	"0"	"-73.5814054"	"45.5090014"	\N	\N	"0"
"179"	"Morehead State University"	"Morehead State University"	"Morehead"	"KY"	"United States"	"0"	"-83.4332395"	"38.1867483"	\N	\N	"0"
"180"	"Mount Sinai School of Medicine"	"Mount Sinai School of Medicine"	\N	\N	\N	"0"	\N	\N	\N	\N	"185"
"181"	"MPI Tubingen"	"MPI Tubingen"	\N	\N	\N	"0"	\N	\N	\N	\N	"156"
"182"	"MRC Cognition and Brain Sciences Unit"	"MRC-CBU"	"Cambridge"	"England"	"United Kingdom"	"0"	"0.119171"	"52.192567"	"http://www.mrc-cbu.cam.ac.uk/"	\N	"0"
"183"	"Mt Sinai School of Medicine"	"Mt Sinai School of Medicine"	\N	\N	\N	"0"	\N	\N	\N	\N	"-1"
"184"	"Mt. Sinai"	"Mt. Sinai"	"Patterson"	""	\N	"0"	"0"	"0"	\N	\N	"-1"
"185"	"Mount Sinai School of Medicine"	"Mount Sinai"	"New York"	"NY"	""	"0"	"0"	"0"	\N	\N	"15961"
"186"	"Muenster University"	"Muenster University"	"Cork"	"County Cork"	"Ireland"	"0"	"-8.4920352"	"51.893435"	\N	\N	"0"
"187"	"Nagoya University"	"Nagoya University"	"Nagoya-shi"	"Aichi-ken"	"Japan"	"0"	"136.970581291304"	"35.1527119"	\N	\N	"0"
"188"	"NASA Ames Research Center"	"NASA Ames Research Center"	"Mountain View"	"CA"	"United States"	"0"	"-122.0615299"	"37.4116971"	\N	\N	"0"
"189"	"Nathan Kline Institute"	"Nathan Kline Institute"	"Orangeburg"	"NY"	"United States"	"0"	"-73.9720823"	"41.0456525"	\N	\N	"0"
"190"	"National Autonomous University"	"National Autonomous University"	"Cheju"	""	"South Korea"	"0"	"126.5520749"	"33.5142719"	\N	\N	"0"
